ISCO-08,ONET-SOC,Job title
3259,29-1151.00,Nurse Anesthetists
3259,29-2031.00,Cardiovascular Technologists and Technicians
3259,29-2051.00,Dietetic Technicians
3259,29-2057.00,Ophthalmic Medical Technicians
3259,31-9099.01,Speech-Language Pathology Assistants
3259,29-1211.00,Anesthesiologists
3259,29-1212.00,Cardiologists
3259,29-1214.00,Emergency Medicine Physicians
3259,29-2032.00,Diagnostic Medical Sonographers
3259,29-2034.00,Radiologic Technologists and Technicians
3259,29-2055.00,Surgical Technologists
3259,29-9093.00,Surgical Assistants
3259,31-1132.00,Orderlies
3259,31-9092.00,Medical Assistants
3259,31-9099.02,Endoscopy Technicians
3259,19-3033.00,Clinical and Counseling Psychologists
3259,19-3039.02,Neuropsychologists
3259,19-3039.03,Clinical Neuropsychologists
3259,21-1011.00,Substance Abuse and Behavioral Disorder Counselors
3259,21-1013.00,Marriage and Family Therapists
3259,21-1014.00,Mental Health Counselors
3259,29-1129.01,Art Therapists
3259,29-2053.00,Psychiatric Technicians
3259,29-1011.00,Chiropractors
3259,29-1071.00,Physician Assistants
3259,31-2021.00,Physical Therapist Assistants
3259,31-2022.00,Physical Therapist Aides
3259,43-6013.00,Medical Secretaries and Administrative Assistants
3259,31-9097.00,Phlebotomists
3259,29-1031.00,Dietitians and Nutritionists
3259,29-1081.00,Podiatrists
3259,29-1122.00,Occupational Therapists
3259,29-1123.00,Physical Therapists
3259,29-1128.00,Exercise Physiologists
3259,29-1215.00,Family Medicine Physicians
3259,29-1216.00,General Internal Medicine Physicians
3259,29-1299.01,Naturopathic Physicians
3259,29-9091.00,Athletic Trainers
3259,29-1124.00,Radiation Therapists
3259,31-9093.00,Medical Equipment Preparers
3259,33-9093.00,Transportation Security Screeners
3311,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents"
3311,11-3031.03,Investment Fund Managers
3311,13-2052.00,Personal Financial Advisors
3311,13-2072.00,Loan Officers
3311,43-4131.00,Loan Interviewers and Clerks
3311,41-9021.00,Real Estate Brokers
3311,43-4011.00,Brokerage Clerks
3312,13-2041.00,Credit Analysts
3312,13-2071.00,Credit Counselors
3312,13-2072.00,Loan Officers
3312,43-4041.00,"Credit Authorizers, Checkers, and Clerks"
3312,43-4131.00,Loan Interviewers and Clerks
3312,43-4141.00,New Accounts Clerks
3312,43-3071.00,Tellers
3312,13-2052.00,Personal Financial Advisors
3312,43-3011.00,Bill and Account Collectors
3312,13-2054.00,Financial Risk Specialists
3312,13-2053.00,Insurance Underwriters
3312,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors"
3313,43-3021.00,Billing and Posting Clerks
3313,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks"
3313,43-3051.00,Payroll and Timekeeping Clerks
3313,13-2011.00,Accountants and Auditors
3313,11-2033.00,Fundraising Managers
3313,11-9121.01,Clinical Research Coordinators
3313,13-1131.00,Fundraisers
3314,43-9111.00,Statistical Assistants
3314,15-2011.00,Actuaries
3314,15-1211.01,Health Informatics Specialists
3314,15-2041.00,Statisticians
3315,13-1031.00,"Claims Adjusters, Examiners, and Investigators"
3315,13-1032.00,"Insurance Appraisers, Auto Damage"
3315,13-2022.00,Appraisers of Personal and Business Property
3315,13-2023.00,Appraisers and Assessors of Real Estate
3315,23-2093.00,"Title Examiners, Abstractors, and Searchers"
3315,13-2072.00,Loan Officers
3315,51-9071.06,Gem and Diamond Workers
3315,15-2011.00,Actuaries
3315,43-9041.00,Insurance Claims and Policy Processing Clerks
3315,13-1041.04,Government Property Inspectors and Investigators
3315,13-2061.00,Financial Examiners
3315,13-2081.00,"Tax Examiners and Collectors, and Revenue Agents"
3315,13-2099.04,"Fraud Examiners, Investigators and Analysts"
3315,33-9021.00,Private Detectives and Investigators
3315,17-1022.00,Surveyors
3321,13-2053.00,Insurance Underwriters
3321,41-3021.00,Insurance Sales Agents
3321,41-3091.00,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel"
3321,13-1031.00,"Claims Adjusters, Examiners, and Investigators"
3321,13-1032.00,"Insurance Appraisers, Auto Damage"
3321,13-2054.00,Financial Risk Specialists
3321,15-2011.00,Actuaries
3321,43-9041.00,Insurance Claims and Policy Processing Clerks
3321,13-2022.00,Appraisers of Personal and Business Property
3321,13-2023.00,Appraisers and Assessors of Real Estate
3322,41-3091.00,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel"
3322,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products"
3322,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products"
3322,41-4011.07,Solar Sales Representatives and Assessors
3323,13-1021.00,"Buyers and Purchasing Agents, Farm Products"
3323,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products"
3323,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products"
3323,39-3092.00,Costume Attendants
3323,43-3061.00,Procurement Clerks
3323,11-3061.00,Purchasing Managers
3323,43-5061.00,"Production, Planning, and Expediting Clerks"
3323,45-4023.00,Log Graders and Scalers
3324,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents"
3324,13-1041.08,Customs Brokers
3324,53-1042.01,Recycling Coordinators
3324,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products"
3324,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products"
3324,13-1199.06,Online Merchants
3331,13-1041.08,Customs Brokers
3331,33-3051.04,Customs and Border Protection Officers
3331,11-3071.00,"Transportation, Storage, and Distribution Managers"
3331,13-1081.01,Logistics Engineers
3331,13-1081.02,Logistics Analysts
3331,43-5011.00,Cargo and Freight Agents
3331,43-5011.01,Freight Forwarders
3332,13-1121.00,"Meeting, Convention, and Event Planners"
3332,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes"
3332,11-9051.00,Food Service Managers
3332,39-4031.00,"Morticians, Undertakers, and Funeral Arrangers"
3333,13-1074.00,Farm Labor Contractors
3333,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists"
3333,21-1015.00,Rehabilitation Counselors
3334,11-9141.00,"Property, Real Estate, and Community Association Managers"
3334,39-9041.00,Residential Advisors
3334,41-9021.00,Real Estate Brokers
3334,41-9022.00,Real Estate Sales Agents
3334,13-2023.00,Appraisers and Assessors of Real Estate
3334,23-2093.00,"Title Examiners, Abstractors, and Searchers"
3334,11-3013.00,Facilities Managers
3339,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes"
3339,41-3011.00,Advertising Sales Agents
3339,41-3091.00,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel"
3339,41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers"
3339,41-9021.00,Real Estate Brokers
3339,23-1011.00,Lawyers
3339,13-1121.00,"Meeting, Convention, and Event Planners"
3339,11-9199.00,"Managers, All Other"
3339,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists"
3339,27-2012.04,Talent Directors
3339,41-3041.00,Travel Agents
3341,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers
3341,19-4099.01,Quality Control Analysts
3341,41-9041.00,Telemarketers
3341,43-9021.00,Data Entry Keyers
3341,17-1022.00,Surveyors
3341,19-3022.00,Survey Researchers
3341,11-1021.00,General and Operations Managers
3341,11-3012.00,Administrative Services Managers
3342,43-4031.00,"Court, Municipal, and License Clerks"
3342,43-6012.00,Legal Secretaries and Administrative Assistants
3342,33-3021.02,Police Identification and Records Officers
3342,23-1012.00,Judicial Law Clerks
3342,23-2011.00,Paralegals and Legal Assistants
3342,43-6011.00,Executive Secretaries and Executive Administrative Assistants
3342,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive"
3343,27-3092.00,Court Reporters and Simultaneous Captioners
3343,43-3061.00,Procurement Clerks
3343,43-6011.00,Executive Secretaries and Executive Administrative Assistants
3343,13-1071.00,Human Resources Specialists
3343,43-3051.00,Payroll and Timekeeping Clerks
3343,43-4021.00,Correspondence Clerks
3343,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive"
3343,43-9061.00,"Office Clerks, General"
3343,23-2011.00,Paralegals and Legal Assistants
3343,43-4031.00,"Court, Municipal, and License Clerks"
3343,43-9022.00,Word Processors and Typists
3343,11-9032.00,"Education Administrators, Kindergarten through Secondary"
3343,11-9033.00,"Education Administrators, Postsecondary"
3343,11-2033.00,Fundraising Managers
3343,13-1131.00,Fundraisers
3343,41-9041.00,Telemarketers
3343,39-9041.00,Residential Advisors
3343,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products"
3343,13-1082.00,Project Management Specialists
3343,15-1299.09,Information Technology Project Managers
3343,11-3071.04,Supply Chain Managers
3343,13-1081.00,Logisticians
3343,13-1081.01,Logistics Engineers
3343,43-5061.00,"Production, Planning, and Expediting Clerks"
3343,27-3041.00,Editors
3343,43-9081.00,Proofreaders and Copy Markers
3344,31-9094.00,Medical Transcriptionists
3344,43-6013.00,Medical Secretaries and Administrative Assistants
3344,29-1071.00,Physician Assistants
3344,29-2072.00,Medical Records Specialists
3344,31-9092.00,Medical Assistants
3344,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive"
3344,11-9111.00,Medical and Health Services Managers
3344,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers
3344,43-9021.00,Data Entry Keyers
3344,43-9022.00,Word Processors and Typists
3351,33-3051.04,Customs and Border Protection Officers
3351,33-9093.00,Transportation Security Screeners
3351,13-1041.08,Customs Brokers
3351,33-3041.00,Parking Enforcement Workers
3351,43-4061.00,"Eligibility Interviewers, Government Programs"
3352,13-2081.00,"Tax Examiners and Collectors, and Revenue Agents"
3352,13-2082.00,Tax Preparers
3352,13-2099.04,"Fraud Examiners, Investigators and Analysts"
3352,43-4061.00,"Eligibility Interviewers, Government Programs"
3352,13-2061.00,Financial Examiners
3353,43-4061.00,"Eligibility Interviewers, Government Programs"
3353,13-1041.00,Compliance Officers
3353,13-2061.00,Financial Examiners
3353,13-2099.04,"Fraud Examiners, Investigators and Analysts"
3353,33-3021.00,Detectives and Criminal Investigators
3353,33-3051.04,Customs and Border Protection Officers
3353,33-9021.00,Private Detectives and Investigators
3353,11-3111.00,Compensation and Benefits Managers
3353,15-2011.00,Actuaries
3353,43-3051.00,Payroll and Timekeeping Clerks
3354,13-1041.00,Compliance Officers
3354,21-1019.00,"Counselors, All Other"
3354,23-2099.00,"Legal Support Workers, All Other"
3354,11-9199.01,Regulatory Affairs Managers
3354,13-1041.07,Regulatory Affairs Specialists
3354,33-3051.04,Customs and Border Protection Officers
3354,43-4061.00,"Eligibility Interviewers, Government Programs"
3354,43-9061.00,"Office Clerks, General"
3355,33-3021.00,Detectives and Criminal Investigators
3355,13-1041.06,Coroners
3355,13-2099.04,"Fraud Examiners, Investigators and Analysts"
3355,19-4092.00,Forensic Science Technicians
3355,33-1012.00,First-Line Supervisors of Police and Detectives
3355,33-3021.02,Police Identification and Records Officers
3355,33-3051.00,Police and Sheriff's Patrol Officers
3355,33-3052.00,Transit and Railroad Police
3355,33-9021.00,Private Detectives and Investigators
3355,33-3012.00,Correctional Officers and Jailers
3355,33-3051.04,Customs and Border Protection Officers
3359,33-2022.00,Forest Fire Inspectors and Prevention Specialists
3359,33-9031.00,Gambling Surveillance Officers and Gambling Investigators
3359,45-2011.00,Agricultural Inspectors
3359,53-6051.00,Transportation Inspectors
3359,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation"
3359,13-1041.00,Compliance Officers
3359,19-4012.00,Agricultural Technicians
3359,19-4012.01,Precision Agriculture Technicians
3359,45-2041.00,"Graders and Sorters, Agricultural Products"
3359,45-3031.00,Fishing and Hunting Workers
3359,19-1031.02,Range Managers
3359,19-1032.00,Foresters
3359,19-4071.00,Forest and Conservation Technicians
3359,45-4011.00,Forest and Conservation Workers
3359,33-3051.04,Customs and Border Protection Officers
3359,39-1013.00,First-Line Supervisors of Gambling Services Workers
3359,39-3011.00,Gambling Dealers
3359,39-3012.00,Gambling and Sports Book Writers and Runners
3359,41-2012.00,Gambling Change Persons and Booth Cashiers
3359,43-3041.00,Gambling Cage Workers
3359,19-5012.00,Occupational Health and Safety Technicians
3359,11-9199.01,Regulatory Affairs Managers
3359,11-9199.02,Compliance Managers
3359,13-1041.07,Regulatory Affairs Specialists
3359,43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping"
3411,23-1012.00,Judicial Law Clerks
3411,23-2011.00,Paralegals and Legal Assistants
3411,33-3011.00,Bailiffs
3411,33-9021.00,Private Detectives and Investigators
3411,21-1092.00,Probation Officers and Correctional Treatment Specialists
3411,23-1022.00,"Arbitrators, Mediators, and Conciliators"
3411,23-2093.00,"Title Examiners, Abstractors, and Searchers"
3411,23-1023.00,"Judges, Magistrate Judges, and Magistrates"
3411,27-3092.00,Court Reporters and Simultaneous Captioners
3411,43-4031.00,"Court, Municipal, and License Clerks"
3411,33-1011.00,First-Line Supervisors of Correctional Officers
3411,33-3012.00,Correctional Officers and Jailers
3411,33-3051.00,Police and Sheriff's Patrol Officers
3411,39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers"
3411,33-3021.02,Police Identification and Records Officers
3411,43-3011.00,Bill and Account Collectors
3411,23-1011.00,Lawyers
3411,23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers"
3411,43-6012.00,Legal Secretaries and Administrative Assistants
3411,13-2099.04,"Fraud Examiners, Investigators and Analysts"
3411,33-3021.00,Detectives and Criminal Investigators
3411,33-9099.02,Retail Loss Prevention Specialists
3411,11-9199.08,Loss Prevention Managers
3412,21-1021.00,"Child, Family, and School Social Workers"
3412,21-1093.00,Social and Human Service Assistants
3412,25-3021.00,Self-Enrichment Teachers
3412,29-2053.00,Psychiatric Technicians
3412,31-1122.00,Personal Care Aides
3412,43-2021.00,Telephone Operators
3412,43-5031.00,Public Safety Telecommunicators
3412,23-2099.00,"Legal Support Workers, All Other"
3412,21-1015.00,Rehabilitation Counselors
3412,39-9041.00,Residential Advisors
3412,21-1099.00,"Community and Social Service Specialists, All Other"
3412,21-1094.00,Community Health Workers
3412,31-1121.00,Home Health Aides
3412,39-9011.00,Childcare Workers
3412,31-1131.00,Nursing Assistants
3412,21-1023.00,Mental Health and Substance Abuse Social Workers
3412,41-9041.00,Telemarketers
3413,21-2011.00,Clergy
3413,21-2021.00,"Directors, Religious Activities and Education"
3413,39-4031.00,"Morticians, Undertakers, and Funeral Arrangers"
3421,27-2021.00,Athletes and Sports Competitors
3421,27-2022.00,Coaches and Scouts
3422,27-2022.00,Coaches and Scouts
3422,27-2023.00,"Umpires, Referees, and Other Sports Officials"
3422,39-9031.00,Exercise Trainers and Group Fitness Instructors
3422,27-2032.00,Choreographers
3422,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers"
3422,25-2059.01,Adapted Physical Education Specialists
3422,29-9091.00,Athletic Trainers
3422,25-3099.00,"Teachers and Instructors, All Other"
3423,29-1128.00,Exercise Physiologists
3423,39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services"
3423,39-9032.00,Recreation Workers
3423,11-9072.00,"Entertainment and Recreation Managers, Except Gambling"
3423,25-3021.00,Self-Enrichment Teachers
3423,29-1125.00,Recreational Therapists
3423,39-9011.00,Childcare Workers
3423,39-9011.01,Nannies
3423,25-3099.00,"Teachers and Instructors, All Other"
3423,25-2059.01,Adapted Physical Education Specialists
3423,39-9031.00,Exercise Trainers and Group Fitness Instructors
3423,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers"
3423,39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants"
3423,29-1123.00,Physical Therapists
3423,29-1229.06,Sports Medicine Physicians
3423,29-9091.00,Athletic Trainers
3423,31-2021.00,Physical Therapist Assistants
3423,39-7011.00,Tour Guides and Escorts
3423,39-7012.00,Travel Guides
3431,27-4021.00,Photographers
3431,39-3021.00,Motion Picture Projectionists
3431,51-9151.00,Photographic Process Workers and Processing Machine Operators
3432,27-1025.00,Interior Designers
3432,27-1026.00,Merchandise Displayers and Window Trimmers
3432,27-1027.00,Set and Exhibit Designers
3432,17-1011.00,"Architects, Except Landscape and Naval"
3432,27-1021.00,Commercial and Industrial Designers
3432,51-4061.00,"Model Makers, Metal and Plastic"
3433,25-4013.00,Museum Technicians and Conservators
3433,25-4011.00,Archivists
3433,25-4012.00,Curators
3433,25-4031.00,Library Technicians
3433,15-1299.03,Document Management Specialists
3433,25-4022.00,Librarians and Media Collections Specialists
3433,43-4121.00,"Library Assistants, Clerical"
3433,39-4011.00,Embalmers
3434,35-1011.00,Chefs and Head Cooks
3434,35-2013.00,"Cooks, Private Household"
3434,35-2012.00,"Cooks, Institution and Cafeteria"
3434,35-2014.00,"Cooks, Restaurant"
3434,11-9051.00,Food Service Managers
3434,51-3011.00,Bakers
3435,27-4015.00,Lighting Technicians
3435,39-3092.00,Costume Attendants
3435,27-2012.00,Producers and Directors
3435,27-1027.00,Set and Exhibit Designers
3435,13-1199.00,"Business Operations Specialists, All Other"
3435,27-1019.00,"Artists and Related Workers, All Other"
3435,27-2012.05,Media Technical Directors/Managers
3435,27-4011.00,Audio and Video Technicians
3435,27-4012.00,Broadcast Technicians
3435,27-4031.00,"Camera Operators, Television, Video, and Film"
3435,49-2097.00,Audiovisual Equipment Installers and Repairers
3435,27-1011.00,Art Directors
3435,27-2011.00,Actors
3435,27-1029.00,"Designers, All Other"
3435,27-2099.00,"Entertainers and Performers, Sports and Related Workers, All Other"
3435,27-2012.03,Media Programming Directors
3435,47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters"
3435,27-3011.00,Broadcast Announcers and Radio Disc Jockeys
3435,27-4014.00,Sound Engineering Technicians
3435,27-4099.00,"Media and Communication Equipment Workers, All Other"
3435,27-2091.00,"Disc Jockeys, Except Radio"
3435,17-3024.01,Robotics Technicians
3435,39-5091.00,"Makeup Artists, Theatrical and Performance"
3435,39-5092.00,Manicurists and Pedicurists
3435,41-9012.00,Models
3435,39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants"
3511,15-1231.00,Computer Network Support Specialists
3511,15-1244.00,Network and Computer Systems Administrators
3512,15-1232.00,Computer User Support Specialists
3512,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers"
3512,13-1199.07,Security Management Specialists
3512,15-1212.00,Information Security Analysts
3512,15-1244.00,Network and Computer Systems Administrators
3512,15-1299.04,Penetration Testers
3512,15-1299.05,Information Security Engineers
3512,15-1231.00,Computer Network Support Specialists
3513,11-3021.00,Computer and Information Systems Managers
3513,15-1231.00,Computer Network Support Specialists
3513,15-1241.00,Computer Network Architects
3513,15-1241.01,Telecommunications Engineering Specialists
3513,15-1244.00,Network and Computer Systems Administrators
3514,15-1299.01,Web Administrators
3514,15-1254.00,Web Developers
3514,15-1255.00,Web and Digital Interface Designers
3521,27-4011.00,Audio and Video Technicians
3521,27-4012.00,Broadcast Technicians
3521,27-4014.00,Sound Engineering Technicians
3521,27-4031.00,"Camera Operators, Television, Video, and Film"
3521,39-3021.00,Motion Picture Projectionists
3521,27-2091.00,"Disc Jockeys, Except Radio"
3521,49-2097.00,Audiovisual Equipment Installers and Repairers
3521,15-1232.00,Computer User Support Specialists
3521,27-4021.00,Photographers
3521,49-9061.00,Camera and Photographic Equipment Repairers
3521,27-4015.00,Lighting Technicians
3521,27-4032.00,Film and Video Editors
3522,15-1231.00,Computer Network Support Specialists
3522,15-1241.00,Computer Network Architects
3522,15-1241.01,Telecommunications Engineering Specialists
3522,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers"
3522,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers"
3522,49-9052.00,Telecommunications Line Installers and Repairers
4110,43-9061.00,"Office Clerks, General"
4110,43-4021.00,Correspondence Clerks
4110,43-4071.00,File Clerks
4110,43-4151.00,Order Clerks
4110,43-5052.00,Postal Service Mail Carriers
4110,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service"
4110,43-9071.00,"Office Machine Operators, Except Computer"
4110,43-4199.00,"Information and Record Clerks, All Other"
4120,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive"
4120,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers
4120,43-3051.00,Payroll and Timekeeping Clerks
4120,43-6011.00,Executive Secretaries and Executive Administrative Assistants
4120,43-6012.00,Legal Secretaries and Administrative Assistants
4120,43-6013.00,Medical Secretaries and Administrative Assistants
4120,43-9021.00,Data Entry Keyers
4120,43-9022.00,Word Processors and Typists
4120,43-9061.00,"Office Clerks, General"
4131,43-9022.00,Word Processors and Typists
4131,43-2021.00,Telephone Operators
4131,43-4021.00,Correspondence Clerks
4131,43-9021.00,Data Entry Keyers
4131,43-9061.00,"Office Clerks, General"
4131,43-9071.00,"Office Machine Operators, Except Computer"
4131,43-9081.00,Proofreaders and Copy Markers
4132,43-9021.00,Data Entry Keyers
4132,43-3021.00,Billing and Posting Clerks
4132,43-9022.00,Word Processors and Typists
4132,43-9111.00,Statistical Assistants
4211,43-3071.00,Tellers
4211,43-5051.00,Postal Service Clerks
4211,43-4141.00,New Accounts Clerks
4211,43-4021.00,Correspondence Clerks
4211,43-5052.00,Postal Service Mail Carriers
4211,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service"
4212,39-1013.00,First-Line Supervisors of Gambling Services Workers
4212,39-3011.00,Gambling Dealers
4212,39-3012.00,Gambling and Sports Book Writers and Runners
4212,41-2012.00,Gambling Change Persons and Booth Cashiers
4212,43-3041.00,Gambling Cage Workers
4212,33-9031.00,Gambling Surveillance Officers and Gambling Investigators
4212,43-2011.00,"Switchboard Operators, Including Answering Service"
4212,41-2011.00,Cashiers
4212,43-3071.00,Tellers
4212,11-9071.00,Gambling Managers
4212,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers"
4212,43-9111.00,Statistical Assistants
4213,43-3071.00,Tellers
4214,43-3011.00,Bill and Account Collectors
4214,13-2081.00,"Tax Examiners and Collectors, and Revenue Agents"
4214,43-3021.00,Billing and Posting Clerks
4214,13-1031.00,"Claims Adjusters, Examiners, and Investigators"
4214,13-1032.00,"Insurance Appraisers, Auto Damage"
4214,43-9041.00,Insurance Claims and Policy Processing Clerks
4221,39-7012.00,Travel Guides
4221,41-3041.00,Travel Agents
4221,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks
4221,53-1044.00,First-Line Supervisors of Passenger Attendants
4221,53-6061.00,Passenger Attendants
4221,35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop"
4221,39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers"
4221,35-3023.00,Fast Food and Counter Workers
4221,39-7011.00,Tour Guides and Escorts
4222,41-9041.00,Telemarketers
4222,43-2021.00,Telephone Operators
4222,43-4051.00,Customer Service Representatives
4222,43-4171.00,Receptionists and Information Clerks
4223,43-2011.00,"Switchboard Operators, Including Answering Service"
4223,43-2021.00,Telephone Operators
4223,43-5031.00,Public Safety Telecommunicators
4223,41-9041.00,Telemarketers
4224,35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop"
4224,43-2011.00,"Switchboard Operators, Including Answering Service"
4224,43-2021.00,Telephone Operators
4224,43-4081.00,"Hotel, Motel, and Resort Desk Clerks"
4224,43-4171.00,Receptionists and Information Clerks
4224,39-3091.00,Amusement and Recreation Attendants
4225,43-4021.00,Correspondence Clerks
4225,43-4051.00,Customer Service Representatives
4225,43-4151.00,Order Clerks
4225,43-2021.00,Telephone Operators
4226,43-4171.00,Receptionists and Information Clerks
4226,43-2011.00,"Switchboard Operators, Including Answering Service"
4226,43-4021.00,Correspondence Clerks
4226,43-4081.00,"Hotel, Motel, and Resort Desk Clerks"
4226,29-1071.00,Physician Assistants
4226,43-6013.00,Medical Secretaries and Administrative Assistants
4227,43-4111.00,"Interviewers, Except Eligibility and Loan"
4227,11-9121.01,Clinical Research Coordinators
4227,13-1161.00,Market Research Analysts and Marketing Specialists
4227,19-3022.00,Survey Researchers
4227,43-4061.00,"Eligibility Interviewers, Government Programs"
4229,39-6012.00,Concierges
4229,43-4081.00,"Hotel, Motel, and Resort Desk Clerks"
4229,19-1041.00,Epidemiologists
4229,21-1094.00,Community Health Workers
4229,43-4111.00,"Interviewers, Except Eligibility and Loan"
4229,35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop"
4311,43-3021.00,Billing and Posting Clerks
4311,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks"
4311,43-3011.00,Bill and Account Collectors
4311,43-3051.00,Payroll and Timekeeping Clerks
4311,43-4151.00,Order Clerks
4312,43-4011.00,Brokerage Clerks
4312,43-9041.00,Insurance Claims and Policy Processing Clerks
4312,13-2011.00,Accountants and Auditors
4312,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks"
4312,43-4141.00,New Accounts Clerks
4312,41-2011.00,Cashiers
4312,43-3071.00,Tellers
4312,43-3021.00,Billing and Posting Clerks
4312,41-9021.00,Real Estate Brokers
4312,13-2081.00,"Tax Examiners and Collectors, and Revenue Agents"
4312,13-2082.00,Tax Preparers
4312,43-3051.00,Payroll and Timekeeping Clerks
4313,43-3051.00,Payroll and Timekeeping Clerks
4313,11-3121.00,Human Resources Managers
4313,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks"
4321,43-5071.00,"Shipping, Receiving, and Inventory Clerks"
4321,43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping"
4321,53-7065.00,Stockers and Order Fillers
4321,11-3071.00,"Transportation, Storage, and Distribution Managers"
4321,45-2041.00,"Graders and Sorters, Agricultural Products"
4322,43-5061.00,"Production, Planning, and Expediting Clerks"
4323,43-5011.00,Cargo and Freight Agents
4323,43-5011.01,Freight Forwarders
4323,43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance"
4323,53-1041.00,Aircraft Cargo Handling Supervisors
4323,53-2022.00,Airfield Operations Specialists
4323,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers
4323,11-3071.00,"Transportation, Storage, and Distribution Managers"
4323,13-1081.01,Logistics Engineers
4323,13-1081.02,Logistics Analysts
4323,15-2031.00,Operations Research Analysts
4323,19-3099.01,Transportation Planners
4323,33-9091.00,Crossing Guards and Flaggers
4323,43-2011.00,"Switchboard Operators, Including Answering Service"
4323,49-9097.00,Signal and Track Switch Repairers
4323,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers"
4323,53-4031.00,Railroad Conductors and Yardmasters
4323,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers"
4323,43-5031.00,Public Safety Telecommunicators
4323,53-1044.00,First-Line Supervisors of Passenger Attendants
4323,53-2021.00,Air Traffic Controllers
4323,43-5071.00,"Shipping, Receiving, and Inventory Clerks"
4323,33-9094.00,School Bus Monitors
4323,53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators
4323,53-3051.00,"Bus Drivers, School"
4323,53-3053.00,Shuttle Drivers and Chauffeurs
4323,53-6051.00,Transportation Inspectors
4323,43-5061.00,"Production, Planning, and Expediting Clerks"
4323,51-8092.00,Gas Plant Operators
4323,53-7071.00,Gas Compressor and Gas Pumping Station Operators
4411,25-4031.00,Library Technicians
4411,43-4121.00,"Library Assistants, Clerical"
4411,25-4022.00,Librarians and Media Collections Specialists
4412,43-5052.00,Postal Service Mail Carriers
4412,43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators"
4412,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service"
4412,43-4021.00,Correspondence Clerks
4412,43-9061.00,"Office Clerks, General"
4412,43-5021.00,Couriers and Messengers
